title,imgUrl,price_amz,category_id_amz,amazon_category_name,brand,category_code,event_time,event_type,product_id,category_id_dec,price_dec,user_id,user_session,txt_dec_final,txt_amz_final,final_score,price_diff,optimization_score
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-02 05:15:18 UTC,view,28713006,2053013565639492569,98.84,577181994,5456c62a-8910-45c5-b804-fe06e4802c4a,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,2.3700000000000045,0.365455364035608
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-02 05:18:41 UTC,view,28722254,2053013565228450757,80.83,534490610,ba35c258-6367-49d1-b1f8-09c03d564bd0,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,15.64,0.17614356307692308
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-02 06:55:15 UTC,view,28719652,2053013565782098913,79.02,563634129,ce34b79a-236a-4949-9993-8691306da1f9,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,17.450000000000003,0.17142707360433604
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-03 13:51:44 UTC,view,28713132,2053013565228450757,88.29,568776538,c789d33a-38c8-4e09-9f2b-67db0fe368cd,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,8.179999999999993,0.21521260949891075
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-03 14:00:59 UTC,view,28712586,2053013565639492569,86.23,569789852,831ff8ec-cf16-4bf9-af5e-d29b91ad0a57,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-03 14:08:39 UTC,view,28712577,2053013565639492569,102.71,569789852,831ff8ec-cf16-4bf9-af5e-d29b91ad0a57,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.239999999999995,0.23856387756906086
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-03 14:15:40 UTC,view,28716345,2053013565228450757,79.02,540811868,156748a3-2822-480b-bc94-c1b602f1adbb,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,17.450000000000003,0.17142707360433604
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-03 14:50:13 UTC,view,28716413,2053013565782098913,86.23,516459074,34618a97-b2f1-4b22-aaba-f46048f08ab3,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 17:44:20 UTC,view,28717364,2053013565639492569,89.84,573570299,0359605b-a0aa-460f-ae9a-21a524e6bd18,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-02 04:27:58 UTC,view,28717161,2232732103689110109,82.63,561507620,55578ee6-db35-48e8-ba4b-da68b79d41ae,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-15 22:23:27 UTC,view,28712838,2053013565782098913,79.02,557880508,be554637-71d7-4e63-944d-1d5430a56c3b,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,17.450000000000003,0.17142707360433604
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-07 10:01:11 UTC,view,28719649,2053013565782098913,82.63,518449170,335cdd9e-1166-4a33-b897-314f224f67a2,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-07 11:17:08 UTC,view,28712336,2053013565639492569,115.06,544136328,231ccac1-ac03-4457-aaa8-d617a92a9e8d,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,18.590000000000003,0.1689038018172537
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-07 12:02:20 UTC,view,28716451,2053013565782098913,86.23,514059808,c4767838-a794-433d-a5ee-b7631900bef0,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-07 13:08:28 UTC,view,28721557,2232732103764607583,89.84,512964998,a0f2c60e-5351-4e25-af46-c9c1cea30252,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-05 18:33:50 UTC,view,100030696,2053013556521075159,64.61,513455156,fcb7724b-48bb-42dd-94ae-4af6e17a3c2e,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:59:41 UTC,view,100010564,2053013565782098913,71.82,575460541,fd21e7a8-7fc9-428f-a95e-d2714fb9438a,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,24.650000000000006,0.15925572382066278
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 07:19:00 UTC,view,100008572,2053013565639492569,93.44,572166712,7fb5ffaa-1a7d-491f-8fbb-8f4e872c555e,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,3.030000000000001,0.32657780625310173
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 07:54:09 UTC,view,28717339,2053013565639492569,95.24,550308033,22c15ffe-6f04-47ff-980c-08d9c72cd1e6,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,1.230000000000004,0.48681103461883346
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 08:07:54 UTC,view,28716432,2053013565782098913,89.84,512441977,cddd4542-8246-4aa3-9231-5727717ce89b,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-04 06:19:48 UTC,view,28719653,2053013565782098913,79.02,520507257,f7c61db1-26e4-4110-be95-22822caf2549,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,17.450000000000003,0.17142707360433604
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-04 06:25:27 UTC,view,28712779,2053013565782098913,102.71,532109124,b04af913-4bf0-43ba-b406-3b4fe934bbad,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.239999999999995,0.23856387756906086
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-05 11:58:16 UTC,view,100031147,2232732103546503769,70.01,520497083,3a2ef253-15ab-413a-ae43-3dc0db36422c,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,26.459999999999994,0.1571999247778587
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-05 13:39:00 UTC,view,100030617,2053013565782098913,79.02,571898217,bc534268-e966-45d5-8dab-0088c081bddc,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,17.450000000000003,0.17142707360433604
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 17:42:14 UTC,view,100012246,2232732103546503769,64.61,561306798,648f6000-55d4-451b-97a0-7cf75e82c9ea,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 00:22:44 UTC,view,100001010,2053013565228450757,66.41,521463366,906c51ae-37b9-4c2b-9d79-98f0219db2b0,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,30.060000000000002,0.153823240128783
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 00:30:17 UTC,view,28721568,2053013565639492569,89.84,579977233,d2443c10-df6d-45f7-afe3-b59544737f84,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 00:20:50 UTC,view,28713229,2053013565639492569,84.43,571806940,bfbc1c06-9fbe-4ca5-bead-ca91d3bb4129,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,12.039999999999992,0.18941633325153379
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 00:31:52 UTC,view,100001034,2053013565228450757,66.41,521463366,906c51ae-37b9-4c2b-9d79-98f0219db2b0,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,30.060000000000002,0.153823240128783
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 00:35:21 UTC,view,28722213,2232732103764607583,107.85,558392392,dafa84e0-4939-4307-91c9-ae151baf4755,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,11.379999999999995,0.1926869954119548
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:17:02 UTC,view,28716446,2053013565639492569,89.84,565755131,1e9edae9-224b-4e02-b11a-42abf4bd7a80,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:40:27 UTC,view,28718128,2232732103546503769,71.82,514034332,7b1c6007-3528-4993-8ffd-6ef4cbb0e1a4,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,24.650000000000006,0.15925572382066278
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 08:57:01 UTC,view,28713216,2053013565782098913,98.84,569275162,b9e06615-3fd9-42cb-ab1b-5465cbffcc2a,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,2.3700000000000045,0.365455364035608
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 08:57:06 UTC,view,28712753,2053013565782098913,98.84,569275162,047bc21e-13be-4aae-a42c-7266cc38a03d,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,2.3700000000000045,0.365455364035608
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-04 04:05:10 UTC,view,28718854,2053013565228450757,77.22,573128189,42e8dda5-957d-4c34-a93b-0faa81dc8cbc,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,19.25,0.16757281283950617
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 06:56:59 UTC,view,28718132,2053013565228450757,77.22,577025170,f0f8178e-5ede-420c-870b-883db280a851,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,19.25,0.16757281283950617
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 07:02:10 UTC,view,28722252,2053013565228450757,80.83,575055829,921767bf-b1ff-48c6-9da4-04632a2c0bd7,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,15.64,0.17614356307692308
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 07:41:13 UTC,view,28722192,2053013565228450757,82.63,580104663,44670ea0-ab29-4f77-827a-51d538529076,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 07:41:20 UTC,view,100008467,2053013565639492569,95.24,540763432,d4f83514-5b67-4340-b89b-4a157b62b1b1,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,1.230000000000004,0.48681103461883346
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 07:52:35 UTC,view,28716455,2053013565782098913,86.23,515849933,f6fb5835-849f-4c38-ad76-9dcb8fd399f8,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 06:10:26 UTC,view,28716421,2053013565782098913,86.23,512733999,f6d718f0-47ac-4817-8b39-3a2258dd379c,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:18:48 UTC,view,28722265,2232732103764607583,64.61,571107457,2e725d91-4f84-4859-ab28-6eef71cae008,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:19:15 UTC,view,28722196,2053013565228450757,82.63,528022640,ed6a834b-df1a-46b2-bb45-06a988ae701f,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:19:47 UTC,view,28722268,2053013565639492569,64.61,571107457,2e725d91-4f84-4859-ab28-6eef71cae008,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:34:56 UTC,view,28722346,2232732103764607583,71.82,512967650,1adc0201-e484-44a1-9376-a7ee9b9031b5,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,24.650000000000006,0.15925572382066278
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:37:01 UTC,view,28716470,2232732098706276853,95.24,538014062,1ac642ab-e22d-41f3-8c29-6269273fd51c,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,1.230000000000004,0.48681103461883346
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 08:40:36 UTC,view,28716511,2053013565782098913,89.84,513278379,dee4fe8c-c517-4afe-8085-23ef6b6641eb,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-12 04:17:42 UTC,view,28722178,2053013565228450757,80.83,548356898,420e6ca6-db62-4d98-8f07-cbda3c8dfa94,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,15.64,0.17614356307692308
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:00:49 UTC,view,100003967,2053013565639492569,98.84,555524834,d16bdc54-2ff1-4bcc-9f8e-8ac632376194,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,2.3700000000000045,0.365455364035608
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:03:27 UTC,view,28721533,2053013565639492569,82.63,578938862,08792605-71d1-42ce-ac16-ba32b21ad7d0,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:04:27 UTC,view,100001025,2053013565228450757,66.41,551057358,1dfb2805-c9d0-4046-b935-745418d249ff,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,30.060000000000002,0.153823240128783
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-08 04:17:47 UTC,view,28718741,2053013565639492569,102.45,519266639,ecd2eade-3425-47c4-b119-ab733b822485,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,5.980000000000004,0.24267982051575926
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-08 05:18:00 UTC,view,28712183,2053013565228450757,67.7,583626314,70efa4b3-3241-49a4-ba44-3021bea56560,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,28.769999999999996,0.15493933062814916
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-06 09:13:31 UTC,view,100029860,2232732098706276853,80.83,573126166,75340c0d-a6f9-4141-902d-7b7c5f1c677a,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,15.64,0.17614356307692308
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-06 09:35:34 UTC,view,28713083,2053013565782098913,76.96,543588404,0f6737c2-a9b6-4d63-8638-b491495fddca,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,19.510000000000005,0.16707200323744514
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-07 18:51:31 UTC,view,28718334,2053013565639492569,86.23,570851651,2f90c3ef-5edf-492e-8c57-65ea3bdb2380,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,10.239999999999995,0.19924101722419935
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:38:29 UTC,view,100005412,2053013565782098913,64.61,521952180,cc7eccb0-3909-4b3b-a97a-76df86029d75,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:38:57 UTC,view,100008641,2053013565639492569,89.84,577500031,03533688-bdae-453f-8b58-d89d71cf6712,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-01 09:39:03 UTC,view,28716990,2053013565228450757,82.63,574913704,7230d69c-04ed-47c9-ace9-c35bb0216ef4,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-13 09:52:41 UTC,view,28722218,2232732103764607583,89.84,524285245,43ba7806-fe7f-4b7c-bb6c-392eaa03ae37,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,6.6299999999999955,0.23291591916120585
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-13 11:36:31 UTC,view,100043647,2053013556521075159,66.41,572305914,17566ae6-6ced-42c0-b2fe-5794d3680af3,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,30.060000000000002,0.153823240128783
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-09 17:19:21 UTC,view,28722263,2232732103764607583,64.61,569275162,0b0d81d4-cfdb-4845-8855-d45422e4a952,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,31.86,0.15241234906877665
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-09 17:50:56 UTC,view,28716997,2053013565228450757,82.63,512724293,48da0d93-8368-47ff-abe8-ee21bc224807,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-10 02:01:26 UTC,view,28712076,2053013565639492569,100.65,512766738,f1d8fde3-86d7-4818-b53c-dfd3700e2316,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,4.180000000000007,0.28250679444015425
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-04 19:47:06 UTC,view,28716671,2053013565782098913,97.56,582141332,2cffebc0-21cc-46ca-bcf6-bd966036ee92,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,1.0900000000000034,0.5108417596172243
"womens Respect Dance Shoe, Black, 10.5 US",https://m.media-amazon.com/images/I/71I+ePL6KkL._AC_UL320_.jpg,96.47,122,Women's Shoes,respect,apparel.shoes,2019-12-05 02:13:53 UTC,view,28716976,2053013565228450757,82.63,514904840,72e31a04-eac0-4fa0-825e-dfa8a2450860,respect apparel shoes,"womens Respect Dance Shoe, Black, 10.5 US",0.6403332,13.840000000000003,0.18197499579514825
